fingerprint,sequence,keyboard,mouse, touch, starttime, firstchartime, lastchartime, endtime, maxtimebetweenchars, mintimebetweenchars, avgtimebetweenchars
"0.782639497248","1111010101111101110110111111011101110010110111000001011111010",0,1,1,"1415999584244","1415999589112","1415999601673","1415999606446","711","78","380"
"0.782639497248","1010111111111010110111111111111",0,1,1,"1416172384244","1416172385819","1416172395689","1416172400460","603","65","322"
"0.782639497248","01101111111110100111111",0,1,1,"1416172384244","1416172390241","1416172429398","1416172433668","725","69","387"
"0.782639497248","111111011111101111111110100101111",0,1,1,"1416517984244","1416517984278","1416518042440","1416518048269","633","85","358"
"0.782639497248","1010101111001010101111111111110000111111100100111111111011101111101111101",0,1,1,"1416690784244","1416690792134","1416690814738","1416690820227","733","92","387"
"0.782639497248","11001110101100101101111111111101111011110111111111111111011111011111111",0,1,1,"1416690784244","1416690790876","1416690812878","1416690817952","747","97","395"
"0.782639497248","10110111111101100010111011110011111111110111111110111110011111110101111001111111110111101111111110111111110",0,1,1,"1416690784244","1416690793104","1416690815734","1416690821371","671","72","374"
"0.782639497248","1011111111111111011101111101111111111111111010110010000111111011111101101",0,1,1,"1416690784244","1416690790316","1416690797241","1416690802354","608","63","389"
"0.782639497248","01111111111100111111000010101111011111111",0,1,1,"1417036384244","1417036392628","1417036444628","1417036450543","785","87","325"
"0.782639497248","111010010",0,1,1,"1417122784244","1417122786286","1417122801076","1417122804834","614","89","350"
"0.139091350052","101001111011011111011111101110101111011111111",0,1,0,"1414617184244","1414617217356","1414617224078","1414617227033","286","91","398"
"0.139091350052","1110011101100101101101111100100001100011111000111101010111101110101111011001111011111011011001111101111110111111111001111101111",0,1,0,"1414876384244","1414876424818","1414876439010","1414876441244","286","68","324"
"0.139091350052","11110001111011110101111111110111010001001111101101110111111110111011110111111010011100100111111111100111111111111111111",0,1,0,"1414876384244","1414876386337","1414876394537","1414876396007","246","92","372"
"0.139091350052","11101101110111101101011111001111111111001111011111101000110111101111001101111011011111",0,1,0,"1414962784244","1414962794450","1414962809777","1414962812121","337","83","382"
"0.139091350052","011",0,1,0,"1415308384244","1415308427328","1415308439680","1415308441105","328","85","362"
"0.139091350052","1101111111100100100101111101001011111111111111011110111110111111111111011011101111111111110000010",0,1,0,"1415481184244","1415481233051","1415481249323","1415481250478","201","61","396"
"0.139091350052","1011100110111100101111101011110011010111110011001101110110111001100010100111",0,1,0,"1415740384244","1415740428598","1415740446747","1415740448743","326","82","372"
"0.139091350052","11111111010100010110111111101011110",0,1,0,"1415826784244","1415826785864","1415826801522","1415826804289","222","82","325"
"0.139091350052","111110001110011111111110111110111010111110110011101101111010101111101111011011111110101111111100011111",0,1,0,"1416085984244","1416086008951","1416086025738","1416086027234","218","78","390"
"0.139091350052","1101010100110101101010000100110011111111111111110101111111111011101110110111101101111001111010110111111111011010111111110101111",0,1,0,"1416431584244","1416431618406","1416431627996","1416431629312","227","93","337"
"0.451343123655","1110110100011111101101011111101101101100101100110111111101010110111111011011111111111111111",0,0,0,"1409087584244","1409087585151","1409087634726","1409087638363","89","41","200"
"0.451343123655","11111011011101110111101101110101101001101110011101111111111111101011101111101011111101111101001111",0,0,0,"1409260384244","1409260387666","1409260397281","1409260400338","106","42","186"
"0.451343123655","1111101011101111111111111110101011111110111101",0,0,0,"1409605984244","1409605984996","1409606003593","1409606007906","123","50","192"
"0.451343123655","001010111110010011010111111111110110010111101101111111101100011",0,0,0,"1409951584244","1409951584854","1409951611816","1409951616601","42","44","186"
"0.451343123655","00101101101111101111011100101001111011111101111100111111101011111010111101110000110111111111011",0,0,0,"1409951584244","1409951588717","1409951590594","1409951595174","38","48","197"
"0.451343123655","11011101111111000111111110110110011110110111101101111110",0,0,0,"1410124384244","1410124384523","1410124393827","1410124399162","48","48","181"
"0.451343123655","1100111111011000111111111",0,0,0,"1410383584244","1410383586368","1410383610521","1410383613696","14","47","181"
"0.451343123655","11111110111",0,0,0,"1410383584244","1410383585701","1410383613907","1410383617996","107","46","199"
"0.451343123655","01101001111111010111110111111011111111111011000100111111",0,0,0,"1410729184244","1410729189135","1410729194502","1410729197877","90","48","189"
"0.451343123655","10011101111111111110011101111001011111111111110111",0,0,0,"1411074784244","1411074786624","1411074812012","1411074816882","51","49","193"
"0.35490828534","10001001000000001100000000000100010000100000000100010000100100011000000",1,0,0,"1417468384244","1417468384465","1417468384975","1417468388459","428","47","249"
"0.35490828534","0",1,0,0,"1417468384244","1417468384650","1417468384680","1417468387786","421","45","269"
"0.35490828534","00010100100010100000101001010101000010111000000100000000010",1,0,0,"1417813984244","1417813984986","1417813986474","1417813989521","406","43","257"
"0.35490828534","0010010100111000101000000101010000010000000000000",1,0,0,"1417900384244","1417900385056","1417900385671","1417900390692","411","46","256"
"0.35490828534","00011000011100100000000000001100111000000000000110111001100010100010000010100000010000100",1,0,0,"1417986784244","1417986785162","1417986787527","1417986792355","448","44","248"
"0.35490828534","00010000000001010000000000011011000000000000000101111010111000000000110001000001110000000011100010010",1,0,0,"1418073184244","1418073184690","1418073185938","1418073188975","556","46","246"
"0.35490828534","0010000001000011100100001000000010000000100100000000110010111010000010000101000",1,0,0,"1418245984244","1418245984895","1418245985377","1418245989658","493","47","259"
"0.35490828534","000001100011110000000001000000000000100000100010001000100000000000100100000000010",1,0,0,"1418245984244","1418245984270","1418245987374","1418245992996","441","43","248"
"0.35490828534","010000100011010010000011000000100001101010000011000100100000110",1,0,0,"1418332384244","1418332384289","1418332386044","1418332391973","466","45","241"
"0.35490828534","01010010000000000010010001101001011000100000100011000010100100110010110000010",1,0,0,"1418591584244","1418591584811","1418591589313","1418591595282","470","43","244"
"0.488029471276","01111111011101111111110001010111111010111001110001001110101111101010111110111",1,1,0,"1409346784244","1409346785091","1409346839997","1409346843024","94","72","222"
"0.488029471276","110111111",1,1,0,"1409346784244","1409346784405","1409346806606","1409346810049","99","85","238"
"0.488029471276","011011111101101111011011111011111111100111111111110011100111011111111111011110111011010001100011101",1,1,0,"1409692384244","1409692384352","1409692435107","1409692440917","141","88","221"
"0.488029471276","111111111011100001101111011",1,1,0,"1409778784244","1409778784864","1409778850587","1409778854005","106","89","219"
"0.488029471276","01111110100011111111100",1,1,0,"1410124384244","1410124385063","1410124388306","1410124393326","170","97","222"
"0.488029471276","01110111111111100",1,1,0,"1410124384244","1410124384654","1410124430703","1410124436588","186","94","212"
"0.488029471276","10111111011111011111110001001111100101111111100100110110011111111000111111111001111111011000101111011110011",1,1,0,"1410383584244","1410383584925","1410383621166","1410383624231","131","67","201"
"0.488029471276","1110001100101101111",1,1,0,"1410642784244","1410642784595","1410642843943","1410642849058","167","74","234"
"0.488029471276","01111111100111011111100111111100111101111111011111111111111101111011010111111111010101111101111101011110111",1,1,0,"1410988384244","1410988384817","1410988411777","1410988417293","163","91","239"
"0.488029471276","111110110101110111110111111110111100010111101111111",1,1,0,"1410988384244","1410988385078","1410988391087","1410988394714","46","81","235"
"0.537628601619","000000000001000010000000010",1,1,0,"1409951584244","1409951586802","1409951598227","1409951598442","2717","76","150"
"0.537628601619","00000000000000000000000",1,1,0,"1409951584244","1409951602954","1409951608750","1409951609044","2807","96","148"
"0.537628601619","00001000100010010010000110010010100100000000110000000100000010000001010",1,1,0,"1410124384244","1410124407958","1410124476824","1410124479151","2705","86","144"
"0.537628601619","100000010001010000100001000101010",1,1,0,"1410124384244","1410124395427","1410124433383","1410124433416","2942","73","144"
"0.537628601619","01010000001000000010001010000000100001001000000000010000100001100000000110000110000001000111001000000",1,1,0,"1410210784244","1410210790582","1410210798010","1410210798532","2976","78","160"
"0.537628601619","000000010101000001110001100101010100011010000001000011010000001111100001000",1,1,0,"1410383584244","1410383591800","1410383657705","1410383659804","2991","93","146"
"0.537628601619","1000000100001101000100000001000110000111110000000010011001001000000000000000001000010000000",1,1,0,"1410642784244","1410642807944","1410642808839","1410642810735","2921","81","152"
"0.537628601619","1010010001010100100000011110010101000100100010000001000011101",1,1,0,"1410901984244","1410902010819","1410902067327","1410902068423","2997","75","156"
"0.537628601619","0010101100100010010000001",1,1,0,"1410988384244","1410988385518","1410988440822","1410988441436","2788","90","151"
"0.537628601619","000000100000100010000010010100000011100110000000101010011101100000000001000",1,1,0,"1411161184244","1411161199685","1411161224880","1411161226367","2841","94","146"
"0.323100971596","1000010001000",1,0,0,"1411074784244","1411074784728","1411074790252","1411074791751","2642","50","319"
"0.323100971596","00001",1,0,0,"1411333984244","1411333993670","1411333997131","1411333998596","2534","50","286"
"0.323100971596","0000000000010010100000000100011010100000001",1,0,0,"1411679584244","1411679584609","1411679592547","1411679592622","2784","47","292"
"0.323100971596","001001000000000011000010100001100000000000101100000001001010010011001110100",1,0,0,"1411679584244","1411679591996","1411679597583","1411679599309","2686","47","289"
"0.323100971596","00001000010000101",1,0,0,"1411938784244","1411938793116","1411938798171","1411938800407","2509","48","285"
"0.323100971596","000",1,0,0,"1412197984244","1412197989890","1412197998688","1412198000250","2884","42","295"
"0.323100971596","1100011000010100100000000000101011000000000",1,0,0,"1412370784244","1412370787517","1412370794365","1412370795786","2691","44","307"
"0.323100971596","000000000010000010010110001",1,0,0,"1412457184244","1412457192282","1412457193927","1412457194260","2673","47","284"
"0.323100971596","00010110000010100010100",1,0,0,"1412629984244","1412629986888","1412629987188","1412629989848","2878","47","305"
"0.323100971596","1001000001100100001000000000000100000000110000001000000",1,0,0,"1412629984244","1412629989550","1412629991312","1412629992612","2760","50","296"
"0.204606894738","0000000110000010100001110000011",0,0,1,"1409778784244","1409778788975","1409778789742","1409778794496","1132","53","160"
"0.204606894738","010101100111100000110000000001000000000000000010000010001000000001000000000111100000110000010000011000100001001000001000000000010010",0,0,1,"1410124384244","1410124408127","1410124410834","1410124413903","1441","60","155"
"0.204606894738","00001000011100001000000000001100000110101000",0,0,1,"1410210784244","1410210806904","1410210810479","1410210813793","1498","60","159"
"0.204606894738","0100100001001000000100100000100001000100",0,0,1,"1410469984244","1410470023206","1410470027085","1410470030105","1356","56","158"
"0.204606894738","011010100100111000000010000000000010000000100100000000011000101001000001000000000000010010001100001011100",0,0,1,"1410469984244","1410470006784","1410470009712","1410470013198","1204","52","148"
"0.204606894738","100101100100100010000000000000000000000110010000",0,0,1,"1410815584244","1410815616107","1410815620517","1410815624495","1242","60","151"
"0.204606894738","00000011000",0,0,1,"1411161184244","1411161224355","1411161228677","1411161234002","1312","51","149"
"0.204606894738","010000010100000000000000000000000110000000010010010010010000010010000000000001000000000000011011000010100010",0,0,1,"1411420384244","1411420392572","1411420392738","1411420396729","1417","52","144"
"0.204606894738","1000001000000000000010000010000110001000101000000000110100001010000000000010001001000101010000000100",0,0,1,"1411506784244","1411506830170","1411506834980","1411506840437","1294","53","152"
"0.204606894738","11001100000",0,0,1,"1411506784244","1411506789408","1411506793241","1411506798648","1489","59","141"
"0.649062378844","000000000000100",0,0,1,"1417209184244","1417209216703","1417209227193","1417209228335","3203","68","156"
"0.649062378844","10001",0,0,1,"1417554784244","1417554785469","1417554825455","1417554828214","4313","79","145"
"0.649062378844","00",0,0,1,"1417727584244","1417727604624","1417727613683","1417727615694","3014","74","152"
"0.649062378844","00000100000000000",0,0,1,"1417813984244","1417813986194","1417814009498","1417814012091","3630","76","142"
"0.649062378844","00000",0,0,1,"1417813984244","1417814010067","1417814053399","1417814054872","4033","87","158"
"0.649062378844","0000100010",0,0,1,"1417900384244","1417900419709","1417900425087","1417900425860","3176","81","148"
"0.649062378844","001001100",0,0,1,"1418073184244","1418073201740","1418073242761","1418073243411","4031","77","155"
"0.649062378844","01000001001000",0,0,1,"1418332384244","1418332389368","1418332435744","1418332436541","4968","67","155"
"0.649062378844","000000010001001",0,0,1,"1418418784244","1418418799604","1418418807468","1418418809178","3749","78","144"
"0.649062378844","100100101000",0,0,1,"1418764384244","1418764403344","1418764459620","1418764459927","3195","79","158"
"0.606026437048","1110111011111000101111110011",0,0,0,"1411506784244","1411506793478","1411506808579","1411506813917","1624","29","298"
"0.606026437048","0101111111110110101110",0,0,0,"1411852384244","1411852386224","1411852386833","1411852391975","1512","22","320"
"0.606026437048","1010000101111101110001000",0,0,0,"1411938784244","1411938786953","1411938813916","1411938816995","1745","26","299"
"0.606026437048","1111111",0,0,0,"1412284384244","1412284393095","1412284417692","1412284421523","1692","23","318"
"0.606026437048","0111101111110110110001011111",0,0,0,"1412370784244","1412370803783","1412370824549","1412370829228","1654","26","297"
"0.606026437048","011101011",0,0,0,"1412370784244","1412370787004","1412370809036","1412370814707","1567","30","283"
"0.606026437048","1111111",0,0,0,"1412716384244","1412716385186","1412716410547","1412716414457","1987","29","319"
"0.606026437048","11011100111111001111110",0,0,0,"1413061984244","1413061987873","1413061989700","1413061995459","1769","26","302"
"0.606026437048","11110011",0,0,0,"1413321184244","1413321197595","1413321237591","1413321241467","1540","28","318"
"0.606026437048","111110001011111110",0,0,0,"1413666784244","1413666797231","1413666839951","1413666845204","1624","28","289"
"0.87006480574","101111111111111010111111010111011101100111011101111111101111111111110111111111000",0,0,1,"1411420384244","1411420384764","1411420387335","1411420390557","443","95","417"
"0.87006480574","111110111101100011101101111111111001110110101100111",0,0,1,"1411593184244","1411593189673","1411593190866","1411593196558","422","92","426"
"0.87006480574","1111111110101111111011111111111",0,0,1,"1411679584244","1411679619014","1411679621149","1411679626297","524","94","441"
"0.87006480574","000111011000111010111111011111010100101111111",0,0,1,"1411765984244","1411766019556","1411766022829","1411766026521","525","66","429"
"0.87006480574","10101001010011010011111",0,0,1,"1412111584244","1412111590669","1412111592459","1412111597574","541","75","422"
"0.87006480574","1111101110001110011111110",0,0,1,"1412284384244","1412284399933","1412284402542","1412284406264","509","94","415"
"0.87006480574","01111011111111110001100011111111110101101111111",0,0,1,"1412629984244","1412630011956","1412630014282","1412630019895","449","97","424"
"0.87006480574","010111110101110101011011111011101111001110101011111110011111111001010110111111100111111010101",0,0,1,"1412975584244","1412975634575","1412975639059","1412975644604","495","78","403"
"0.87006480574","11011111110110110111111010111111110110110111111111111",0,0,1,"1413061984244","1413061986013","1413061986144","1413061991616","441","96","406"
"0.87006480574","111001111101111011111101011011100110011111001110011110111101011111111101101101011010111111101",0,0,1,"1413148384244","1413148385963","1413148389301","1413148392386","520","97","434"
"0.944217923164","100000001001010001100000000010000100100000000010010000010100011000000001001100010010001101100001000001010001",1,0,1,"1413321184244","1413321234153","1413321234981","1413321238148","828","72","390"
"0.944217923164","000001101000000010000000011111010000101000000010010000110000010001110001000110010010001001011000000001100010001001000100000000000101000000000101000100010101100",1,0,1,"1413580384244","1413580408419","1413580409717","1413580412961","892","67","371"
"0.944217923164","100010000010001101001100000000100001001110101000000000100000000011010001010000010000101000011001010",1,0,1,"1413666784244","1413666803328","1413666805904","1413666811472","986","89","356"
"0.944217923164","100100100101000000100000100000000111001000000001000001001001000110010000001000100001001101110000",1,0,1,"1414012384244","1414012425192","1414012429892","1414012432958","939","73","395"
"0.944217923164","0000000110000100000001010110000011001000000001000011001010010010010000000001100100000000100110000100001000011001100001010000010100010100100000000100101010001000010",1,0,1,"1414357984244","1414358034057","1414358036327","1414358039384","893","80","386"
"0.944217923164","010100000110000000001010001001010000000000000000011100",1,0,1,"1414444384244","1414444398398","1414444400654","1414444404955","909","62","374"
"0.944217923164","00100001000001001000100001010001000100000",1,0,1,"1414789984244","1414789997793","1414789998461","1414790003839","982","63","370"
"0.944217923164","000101001011100100000001011010001000",1,0,1,"1415135584244","1415135627616","1415135628305","1415135633832","941","65","368"
"0.944217923164","0001100000000000001000000001000101000000110001010011000",1,0,1,"1415221984244","1415222014983","1415222019790","1415222023382","885","85","325"
"0.944217923164","0101000001000100000110000000110010000",1,0,1,"1415308384244","1415308408590","1415308408734","1415308412741","931","83","349"
"0.565310925414","10111101111110101011011100111010111001100101010111011111110111111111111111011101110111000101010011101",0,0,1,"1409519584244","1409519600493","1409519604809","1409519605055","1743","64","176"
"0.565310925414","0111111110111111101111111110111111011111101111111100000110100000111011111011011101101101000100100111111",0,0,1,"1409692384244","1409692401721","1409692408986","1409692409554","1791","66","169"
"0.565310925414","01101110110111111110100110111111010011100110001101101011001111101111101111111011111",0,0,1,"1409778784244","1409778784325","1409778785135","1409778787218","1515","93","168"
"0.565310925414","11111011011111110101011111110",0,0,1,"1410037984244","1410037998547","1410037998894","1410037999753","1847","73","172"
"0.565310925414","111101111000111101100110101111101111111110101111010111100010011111111110111",0,0,1,"1410297184244","1410297188951","1410297198689","1410297198732","1679","85","176"
"0.565310925414","111110111011001101111111111",0,0,1,"1410297184244","1410297188399","1410297196389","1410297197312","1809","84","164"
"0.565310925414","0110110",0,0,1,"1410383584244","1410383594159","1410383601802","1410383601991","1836","74","176"
"0.565310925414","011110011110000111110111111010111011110111111011110100111111111011110001110111101111100",0,0,1,"1410469984244","1410469985702","1410469991452","1410469994188","1608","69","166"
"0.565310925414","111",0,0,1,"1410556384244","1410556403784","1410556404511","1410556404662","1980","93","161"
"0.565310925414","11111001111101110111110111001111111100010101111011100111011110111111111111101111111111000100110111010110111",0,0,1,"1410729184244","1410729194391","1410729203534","1410729205736","1744","75","177"
"0.592396129496","1111",0,0,0,"1410297184244","1410297198103","1410297198370","1410297198941","4109","81","432"
"0.592396129496","101111011101110111110111111111101",0,0,0,"1410383584244","1410383592315","1410383592726","1410383595644","4391","98","420"
"0.592396129496","101110111111111110111011111011111101101001111111001",0,0,0,"1410729184244","1410729206944","1410729207862","1410729209506","4590","81","418"
"0.592396129496","11101111001101111111111111",0,0,0,"1410815584244","1410815593543","1410815594155","1410815594885","4146","87","408"
"0.592396129496","1110101111111110011111111101",0,0,0,"1411074784244","1411074809383","1411074809406","1411074810839","4922","91","446"
"0.592396129496","11111101111111100110111101111111101000101111110",0,0,0,"1411247584244","1411247603748","1411247603905","1411247606249","3619","87","419"
"0.592396129496","111111101111111101010101101111111111100111011111111010111010011110101011111111110",0,0,0,"1411506784244","1411506797051","1411506797427","1411506800000","3731","83","421"
"0.592396129496","1001110010111110111111011101111101111010100",0,0,0,"1411506784244","1411506803122","1411506803891","1411506804348","4161","90","426"
"0.592396129496","110100110101011001011111111111111111111101111101111111111110011101100",0,0,0,"1411593184244","1411593226796","1411593227695","1411593230445","4391","73","423"
"0.592396129496","00010111111111111111110110",0,0,0,"1411593184244","1411593214497","1411593214589","1411593216661","4279","67","426"
"0.894078087179","111111111111101111001",1,1,0,"1414098784244","1414098789195","1414098809211","1414098812320","2598","21","142"
"0.894078087179","111101101111101111011001101",1,1,0,"1414185184244","1414185192848","1414185228562","1414185231614","2718","22","150"
"0.894078087179","11101011111101101111111111111",1,1,0,"1414185184244","1414185191471","1414185230625","1414185234796","2643","22","148"
"0.894078087179","11101010111101111110101111111011101110110010111101111111101110111",1,1,0,"1414530784244","1414530794992","1414530799556","1414530802985","2760","28","159"
"0.894078087179","01011111101110111101111111111111101111110111010111101",1,1,0,"1414530784244","1414530793890","1414530832928","1414530837452","2713","28","145"
"0.894078087179","1111101101101111110011010101111101111",1,1,0,"1414703584244","1414703592091","1414703595483","1414703600345","2945","21","159"
"0.894078087179","1111100011101111001101001111111",1,1,0,"1414876384244","1414876403599","1414876441529","1414876445146","2858","23","149"
"0.894078087179","10111",1,1,0,"1415049184244","1415049199979","1415049215933","1415049219698","2661","27","155"
"0.894078087179","10011101111101111010111111111111101010111010100110111111101011111",1,1,0,"1415308384244","1415308403390","1415308415315","1415308419042","2846","26","142"
"0.894078087179","0110100111111111110",1,1,0,"1415308384244","1415308391239","1415308401947","1415308406859","2818","21","157"
"0.0125934506204","111111001101",1,0,0,"1414962784244","1414962788426","1414962823094","1414962828115","1549","61","140"
"0.0125934506204","111011111101111111011110001001111110111100111111111101100111110011111010111001011111",1,0,0,"1415049184244","1415049187780","1415049214128","1415049219600","1905","94","138"
"0.0125934506204","1010011101111110001111110111011111",1,0,0,"1415221984244","1415221987924","1415222019618","1415222025189","1576","79","129"
"0.0125934506204","11111111110101111111111101",1,0,0,"1415481184244","1415481188873","1415481191426","1415481195611","1813","82","127"
"0.0125934506204","011111101111101101111101011111111010",1,0,0,"1415653984244","1415653986281","1415654003498","1415654008826","1941","89","122"
